Age,Education_Level,Years_Experience,Job_Title,Location,Industry,Workclass,Gender,Hours_per_week,Marital_Status,Salary_USD
57,High School,3,Data Engineer,Boston,Tech,Private,Male,39,Single,122421
34,Bachelor's,2,Software Engineer,Seattle,Healthcare,Self-employed,Male,55,Divorced,109366
53,Master's,3,Data Engineer,San Diego,Biotech,Self-employed,Male,39,Married,121042
57,PhD,4,Data Scientist,New York,Retail,Self-employed,Male,34,Divorced,136728
58,High School,17,Business Analyst,New York,Healthcare,Self-employed,Male,56,Married,133182
47,Bachelor's,9,Business Analyst,Denver,Tech,Private,Male,47,Single,102546
43,PhD,7,Project Manager,Seattle,Consulting,Self-employed,Female,56,Divorced,99944
25,PhD,11,HR Manager,Atlanta,Biotech,Self-employed,Male,46,Single,75745
52,PhD,2,Data Analyst,Boston,Consulting,Private,Male,39,Married,62479
39,Master's,17,Data Scientist,San Francisco,Finance,Self-employed,Male,40,Married,172348
59,High School,7,HR Manager,Hyderabad,Tech,Self-employed,Female,44,Married,35321
45,High School,0,Data Scientist,Atlanta,Finance,Government,Female,53,Married,92440
44,PhD,13,Project Manager,Delhi,Finance,Self-employed,Male,48,Single,47093
43,PhD,12,Project Manager,Austin,Retail,Government,Male,41,Divorced,107781
23,PhD,11,Data Engineer,Chennai,Finance,Self-employed,Male,45,Divorced,53165
52,Bachelor's,2,Marketing Manager,Atlanta,Finance,Private,Male,52,Married,71467
32,PhD,17,Data Engineer,New York,Tech,Self-employed,Female,53,Married,165896
49,Master's,12,Business Analyst,Hyderabad,Consulting,Private,Female,56,Single,43346
53,High School,14,Business Analyst,Denver,Healthcare,Self-employed,Male,41,Single,111978
26,Master's,9,Data Analyst,Boston,Finance,Self-employed,Female,51,Married,77900
59,PhD,0,Software Engineer,San Diego,Retail,Private,Female,59,Married,93364
31,Bachelor's,5,ML Engineer,Hyderabad,Healthcare,Private,Female,51,Divorced,57334
45,PhD,8,ML Engineer,Boston,Retail,Private,Female,56,Divorced,144775
56,PhD,9,HR Manager,Kolkata,Healthcare,Private,Male,48,Divorced,29639
44,PhD,14,Project Manager,Kolkata,Finance,Government,Female,54,Married,48756
38,PhD,8,Research Scientist,Miami,Biotech,Government,Female,32,Single,127636
22,PhD,13,Project Manager,New York,Healthcare,Private,Male,42,Single,147236
52,High School,10,Research Scientist,Denver,Biotech,Government,Male,50,Single,133615
52,Master's,6,Project Manager,Miami,Consulting,Self-employed,Male,51,Married,83174
55,Bachelor's,1,ML Engineer,Mumbai,Healthcare,Self-employed,Male,44,Married,51979
30,PhD,13,Software Engineer,Mumbai,Tech,Self-employed,Female,58,Single,51436
43,Bachelor's,5,Software Engineer,Bangalore,Retail,Government,Male,46,Single,42114
34,High School,4,Data Engineer,Chennai,Consulting,Government,Female,40,Single,46018
46,Master's,4,Data Engineer,Seattle,Consulting,Self-employed,Male,54,Married,126623
39,PhD,18,Data Analyst,San Francisco,Biotech,Private,Female,52,Divorced,113129
33,High School,18,Research Scientist,Atlanta,Finance,Self-employed,Male,56,Divorced,143202
38,High School,5,Research Scientist,Mumbai,Retail,Government,Male,41,Married,52032
36,Master's,9,Research Scientist,Austin,Tech,Self-employed,Female,46,Divorced,123453
36,PhD,13,Data Engineer,Chennai,Tech,Self-employed,Male,51,Single,56272
36,Master's,16,Project Manager,Chicago,Biotech,Government,Male,52,Divorced,120208
60,Master's,2,Marketing Manager,Chicago,Biotech,Government,Male,34,Single,76707
34,Bachelor's,0,Data Engineer,San Diego,Consulting,Government,Male,58,Married,109494
38,Bachelor's,9,ML Engineer,Denver,Biotech,Government,Male,34,Married,150417
53,Master's,2,Business Analyst,Bangalore,Finance,Self-employed,Male,36,Single,36095
30,Bachelor's,4,HR Manager,Seattle,Consulting,Government,Male,32,Single,75498
41,High School,18,Marketing Manager,Bangalore,Consulting,Private,Male,32,Divorced,48132
47,Master's,9,Project Manager,New York,Consulting,Government,Male,46,Single,131859
48,PhD,15,Project Manager,Austin,Tech,Government,Male,59,Married,109162
42,PhD,0,HR Manager,San Diego,Retail,Self-employed,Female,53,Married,73275
39,High School,5,Research Scientist,Seattle,Retail,Private,Female,31,Divorced,134876
34,PhD,8,ML Engineer,San Francisco,Tech,Private,Female,44,Single,172473
37,PhD,4,Research Scientist,New York,Consulting,Private,Female,48,Single,156929
30,Master's,13,Research Scientist,Bangalore,Finance,Government,Male,52,Divorced,60493
33,High School,9,Business Analyst,Chicago,Healthcare,Self-employed,Female,39,Married,96103
59,Master's,1,Business Analyst,Kolkata,Consulting,Self-employed,Male,55,Single,32809
40,High School,4,Software Engineer,Mumbai,Biotech,Government,Male,40,Divorced,41665
28,Master's,0,Data Scientist,San Francisco,Retail,Private,Female,53,Divorced,129042
56,Master's,9,Data Scientist,Hyderabad,Healthcare,Private,Male,38,Divorced,50501
39,Bachelor's,8,Data Engineer,San Diego,Tech,Self-employed,Female,43,Divorced,126479
37,PhD,2,Research Scientist,Mumbai,Tech,Government,Female,53,Single,49474
60,High School,14,HR Manager,Bangalore,Healthcare,Private,Female,36,Divorced,39862
25,PhD,3,Research Scientist,Chennai,Retail,Government,Female,39,Single,51256
46,Bachelor's,12,ML Engineer,Denver,Retail,Self-employed,Male,30,Married,149958
53,High School,5,Data Analyst,Delhi,Biotech,Government,Female,30,Divorced,26787
34,Bachelor's,19,HR Manager,Miami,Tech,Government,Female,43,Divorced,101029
38,PhD,16,Data Scientist,Bangalore,Tech,Government,Male,56,Married,55583
58,Master's,4,Marketing Manager,Denver,Consulting,Government,Female,37,Divorced,87121
27,Bachelor's,14,Software Engineer,New York,Finance,Private,Male,43,Single,149205
40,Bachelor's,7,Software Engineer,Chennai,Biotech,Self-employed,Female,36,Married,46354
34,Master's,4,Data Engineer,San Francisco,Consulting,Private,Female,47,Married,152114
47,PhD,12,Research Scientist,Atlanta,Finance,Private,Male,54,Single,117676
35,Bachelor's,0,HR Manager,Bangalore,Tech,Private,Male,55,Single,29737
52,PhD,0,ML Engineer,Denver,Finance,Private,Male,52,Married,136520
25,Master's,6,Marketing Manager,Delhi,Tech,Self-employed,Female,38,Divorced,34182
60,High School,4,Data Engineer,Boston,Retail,Self-employed,Female,56,Single,124729
29,Bachelor's,13,Project Manager,San Francisco,Consulting,Private,Female,44,Single,134165
46,PhD,14,Data Engineer,San Diego,Tech,Government,Male,30,Single,144817
34,Master's,16,Project Manager,Bangalore,Finance,Government,Male,40,Married,53722
53,Master's,17,Data Scientist,Denver,Consulting,Government,Female,48,Divorced,133016
59,Bachelor's,6,ML Engineer,Kolkata,Finance,Government,Male,39,Single,55799
59,High School,17,Project Manager,Miami,Finance,Government,Female,47,Married,115185
49,Bachelor's,18,Business Analyst,San Diego,Healthcare,Self-employed,Female,51,Married,122308
51,PhD,19,ML Engineer,Miami,Tech,Government,Male,55,Divorced,144979
24,Master's,6,Research Scientist,Chennai,Tech,Self-employed,Male,33,Married,51524
49,High School,7,Research Scientist,Atlanta,Finance,Government,Female,47,Married,117989
24,PhD,12,Data Engineer,Mumbai,Retail,Government,Male,47,Single,54294
55,Bachelor's,17,Data Scientist,Boston,Tech,Private,Female,51,Single,143419
37,Master's,10,Project Manager,Atlanta,Biotech,Private,Male,54,Single,92571
43,Bachelor's,8,Research Scientist,Boston,Retail,Private,Male,51,Married,134727
53,High School,0,Data Analyst,Seattle,Retail,Self-employed,Male,49,Divorced,55319
59,High School,7,Data Analyst,Chicago,Retail,Self-employed,Female,41,Divorced,73656
29,High School,11,Project Manager,Miami,Tech,Private,Female,38,Divorced,97627
29,High School,1,Data Scientist,Seattle,Retail,Private,Female,47,Married,111155
27,High School,14,Data Analyst,San Francisco,Retail,Government,Female,35,Single,99381
35,Bachelor's,17,Research Scientist,Delhi,Consulting,Self-employed,Male,52,Married,63505
53,High School,16,Data Scientist,Bangalore,Tech,Government,Male,58,Single,56149
56,High School,14,Project Manager,Mumbai,Retail,Government,Female,48,Married,47228
31,Master's,19,ML Engineer,Boston,Biotech,Private,Female,49,Married,167271
24,High School,19,Data Scientist,Atlanta,Retail,Government,Female,52,Divorced,133233
33,Master's,8,Research Scientist,Seattle,Finance,Government,Male,54,Married,136011
52,Master's,2,ML Engineer,Atlanta,Tech,Private,Male,44,Divorced,124223
50,Master's,19,Marketing Manager,Chennai,Consulting,Private,Male,34,Married,44628
26,Bachelor's,18,Data Engineer,Boston,Biotech,Government,Female,40,Divorced,147401
46,Bachelor's,17,Software Engineer,Atlanta,Healthcare,Government,Female,42,Married,120788
52,PhD,19,Marketing Manager,New York,Finance,Government,Male,31,Married,131923
42,PhD,7,ML Engineer,Delhi,Finance,Self-employed,Female,37,Single,57450
41,Master's,0,Software Engineer,Hyderabad,Finance,Government,Female,54,Single,37896
60,Bachelor's,14,Data Engineer,New York,Biotech,Private,Male,56,Single,177899
43,High School,18,HR Manager,Miami,Tech,Government,Female,40,Married,91888
25,PhD,9,Marketing Manager,Atlanta,Tech,Self-employed,Male,47,Single,89097
34,Bachelor's,11,Research Scientist,Delhi,Retail,Government,Female,55,Single,56678
41,High School,5,Data Scientist,San Francisco,Retail,Self-employed,Female,39,Married,149137
34,High School,12,Data Scientist,Chennai,Tech,Self-employed,Female,30,Married,52065
38,Bachelor's,3,Software Engineer,Mumbai,Retail,Private,Male,33,Single,38466
57,PhD,12,Software Engineer,New York,Tech,Government,Male,58,Single,138907
54,Bachelor's,16,Software Engineer,Mumbai,Finance,Self-employed,Female,46,Married,57806
22,PhD,0,Project Manager,Delhi,Healthcare,Government,Female,46,Married,34804
36,Master's,4,Research Scientist,San Francisco,Finance,Self-employed,Male,34,Divorced,160177
34,Bachelor's,16,Software Engineer,San Diego,Retail,Private,Female,52,Divorced,125511
38,Bachelor's,17,Data Analyst,Austin,Healthcare,Private,Female,32,Married,85405
45,PhD,6,Data Engineer,Boston,Healthcare,Government,Male,36,Married,128742
29,PhD,15,Software Engineer,Boston,Tech,Government,Female,34,Single,144182
48,Bachelor's,7,Data Analyst,San Francisco,Consulting,Government,Female,39,Divorced,86893
44,High School,11,Project Manager,Kolkata,Biotech,Government,Female,56,Single,43377
29,High School,13,Data Analyst,Chicago,Consulting,Government,Female,53,Divorced,87755
29,High School,18,HR Manager,San Francisco,Healthcare,Self-employed,Male,36,Single,121651
47,Master's,10,HR Manager,Boston,Consulting,Government,Male,46,Divorced,92048
34,Master's,11,Data Analyst,Austin,Retail,Self-employed,Male,58,Married,73559
60,PhD,12,Research Scientist,New York,Healthcare,Self-employed,Female,46,Married,168277
58,Master's,7,Project Manager,San Francisco,Finance,Self-employed,Male,36,Married,127766
49,High School,0,Data Scientist,Atlanta,Retail,Government,Female,35,Single,99487
46,Bachelor's,8,Data Analyst,Hyderabad,Finance,Private,Female,38,Divorced,31921
37,Master's,1,ML Engineer,Chicago,Retail,Private,Female,37,Single,140262
23,Master's,13,Business Analyst,Boston,Tech,Government,Male,58,Married,103492
39,High School,12,Data Engineer,Chennai,Retail,Government,Female,43,Divorced,54777
38,Master's,15,Data Engineer,San Francisco,Biotech,Government,Female,51,Divorced,165926
51,PhD,1,Research Scientist,Bangalore,Finance,Self-employed,Female,35,Single,49842
60,Bachelor's,3,Software Engineer,Delhi,Retail,Private,Male,38,Married,41110
34,High School,11,Business Analyst,San Francisco,Biotech,Private,Female,57,Single,124473
53,PhD,15,Data Scientist,Delhi,Tech,Private,Male,49,Single,58331
50,High School,9,Project Manager,Atlanta,Retail,Private,Male,54,Married,94120
51,PhD,2,HR Manager,San Diego,Biotech,Self-employed,Female,40,Married,71629
39,Bachelor's,3,Software Engineer,Bangalore,Retail,Government,Female,40,Single,44429
34,Bachelor's,5,HR Manager,New York,Finance,Self-employed,Male,37,Divorced,100245
42,PhD,4,Data Scientist,Austin,Finance,Government,Male,32,Married,108907
51,PhD,17,Business Analyst,New York,Consulting,Government,Male,40,Married,134452
42,PhD,2,Research Scientist,Chennai,Consulting,Private,Male,33,Married,46728
38,PhD,9,Marketing Manager,Mumbai,Retail,Private,Female,52,Married,35776
40,PhD,10,HR Manager,Kolkata,Consulting,Government,Female,32,Divorced,33981
36,PhD,18,Business Analyst,Atlanta,Retail,Government,Male,42,Divorced,107017
30,Bachelor's,13,Data Analyst,Boston,Retail,Private,Male,48,Single,87423
31,PhD,10,Marketing Manager,Atlanta,Biotech,Private,Male,37,Single,82806
52,Master's,3,HR Manager,Kolkata,Finance,Private,Female,50,Married,29544
44,Bachelor's,5,Project Manager,Hyderabad,Tech,Private,Male,57,Single,40951
51,High School,16,Data Engineer,Bangalore,Healthcare,Private,Male,50,Divorced,58161
54,Bachelor's,18,Marketing Manager,Miami,Finance,Self-employed,Male,53,Married,97285
30,High School,12,Data Analyst,Seattle,Consulting,Self-employed,Male,51,Married,93893
22,High School,9,Data Scientist,San Diego,Retail,Self-employed,Male,50,Married,125252
56,Master's,10,ML Engineer,Seattle,Consulting,Private,Male,30,Single,153343
32,PhD,5,Data Analyst,Mumbai,Biotech,Government,Male,50,Married,28785
55,PhD,1,Data Scientist,Chennai,Consulting,Government,Male,37,Married,41753
37,Bachelor's,0,Data Scientist,Delhi,Biotech,Private,Female,59,Divorced,42642
30,PhD,10,Business Analyst,Bangalore,Tech,Self-employed,Female,38,Married,41638
53,Master's,15,Data Engineer,Bangalore,Retail,Government,Female,35,Single,57737
36,Bachelor's,2,HR Manager,Boston,Consulting,Private,Male,40,Married,66675
33,Bachelor's,4,Marketing Manager,Hyderabad,Biotech,Self-employed,Female,58,Single,33989
54,Bachelor's,14,Software Engineer,Bangalore,Consulting,Self-employed,Male,58,Divorced,50035
35,PhD,14,Marketing Manager,Austin,Biotech,Self-employed,Female,39,Divorced,94662
29,PhD,3,Data Engineer,Delhi,Retail,Self-employed,Male,32,Married,53776
29,PhD,3,Marketing Manager,Bangalore,Retail,Self-employed,Female,37,Divorced,33165
48,Bachelor's,7,Data Scientist,New York,Finance,Self-employed,Female,58,Married,152473
33,Bachelor's,6,Marketing Manager,Chennai,Biotech,Self-employed,Male,34,Divorced,34292
22,High School,16,ML Engineer,Mumbai,Healthcare,Self-employed,Female,31,Divorced,62561
32,High School,14,ML Engineer,Delhi,Tech,Self-employed,Female,45,Single,65248
60,PhD,4,Marketing Manager,Chicago,Finance,Self-employed,Female,30,Single,79971
52,Bachelor's,12,Business Analyst,Hyderabad,Tech,Private,Female,56,Married,41142
38,PhD,3,Research Scientist,Bangalore,Finance,Government,Male,53,Married,53987
54,PhD,16,Business Analyst,Mumbai,Consulting,Private,Male,31,Single,44125
53,High School,16,Marketing Manager,Chennai,Biotech,Government,Male,56,Divorced,45231
50,Master's,13,Research Scientist,Miami,Consulting,Private,Male,32,Married,133144
42,PhD,13,Project Manager,Kolkata,Tech,Government,Male,38,Divorced,45294
42,Master's,16,Data Scientist,Chennai,Retail,Government,Female,46,Single,57483
44,Master's,7,Software Engineer,San Diego,Tech,Government,Male,53,Divorced,110418
27,Bachelor's,1,Data Scientist,Seattle,Finance,Private,Male,41,Divorced,116524
43,Bachelor's,12,Project Manager,Chennai,Tech,Government,Male,31,Married,48094
59,PhD,15,Data Scientist,San Francisco,Biotech,Self-employed,Male,53,Divorced,168294
58,High School,15,Software Engineer,Mumbai,Tech,Government,Male,59,Single,54685
29,High School,5,HR Manager,Miami,Consulting,Private,Male,31,Divorced,72720
56,PhD,3,Data Analyst,New York,Retail,Private,Female,52,Single,84687
32,PhD,2,Research Scientist,Miami,Biotech,Self-employed,Female,48,Single,124880
45,High School,5,Data Scientist,Delhi,Tech,Government,Male,49,Married,52950
42,Master's,3,Software Engineer,Boston,Healthcare,Private,Male,57,Single,105087
23,PhD,17,Research Scientist,Delhi,Healthcare,Government,Male,56,Single,62187
40,Master's,5,Software Engineer,San Francisco,Retail,Self-employed,Female,46,Married,125676
60,PhD,4,ML Engineer,Mumbai,Consulting,Self-employed,Male,57,Married,56797
49,PhD,8,HR Manager,Austin,Finance,Private,Female,55,Married,79151
38,Master's,10,Data Analyst,Hyderabad,Finance,Government,Female,46,Single,30452
27,Master's,5,Data Analyst,San Francisco,Retail,Self-employed,Male,42,Married,91121
40,High School,15,Research Scientist,Chennai,Tech,Self-employed,Female,41,Single,59469
59,PhD,18,Business Analyst,Austin,Biotech,Private,Female,40,Single,102056
49,Bachelor's,10,Data Engineer,Kolkata,Retail,Self-employed,Male,55,Single,54799
23,Bachelor's,14,Data Engineer,Boston,Finance,Private,Female,57,Married,140675
59,PhD,8,ML Engineer,Austin,Healthcare,Self-employed,Female,40,Single,131257
58,PhD,18,Research Scientist,San Francisco,Finance,Self-employed,Male,53,Single,197678
25,PhD,18,Research Scientist,Mumbai,Healthcare,Private,Male,37,Married,61171
43,Master's,8,Data Analyst,Hyderabad,Finance,Private,Female,47,Married,31751
47,Bachelor's,3,Data Engineer,Austin,Consulting,Government,Male,33,Single,106274
57,Bachelor's,9,Business Analyst,Delhi,Retail,Self-employed,Male,47,Single,37254
34,Bachelor's,8,Data Scientist,Delhi,Biotech,Government,Male,58,Single,50237
53,PhD,18,Data Scientist,Denver,Retail,Government,Male,44,Married,159422
38,Master's,14,Data Scientist,Hyderabad,Tech,Private,Female,53,Married,56763
57,PhD,18,Software Engineer,Atlanta,Healthcare,Self-employed,Male,36,Divorced,124479
40,High School,1,Business Analyst,Chennai,Finance,Private,Male,52,Married,31751
56,High School,9,Project Manager,Austin,Tech,Self-employed,Male,55,Single,95469
49,Bachelor's,18,Project Manager,San Francisco,Healthcare,Private,Male,44,Married,142299
22,PhD,16,Marketing Manager,Atlanta,Retail,Self-employed,Female,48,Married,104378
39,High School,19,Data Engineer,Atlanta,Healthcare,Government,Female,57,Divorced,138910
54,High School,1,Marketing Manager,Delhi,Consulting,Self-employed,Female,56,Divorced,31164
33,PhD,18,Business Analyst,San Francisco,Finance,Self-employed,Female,50,Single,140423
29,Master's,16,Data Engineer,Bangalore,Retail,Private,Female,59,Divorced,62980
45,PhD,17,Project Manager,Kolkata,Tech,Self-employed,Male,46,Single,50199
37,PhD,16,Research Scientist,Bangalore,Finance,Self-employed,Female,39,Single,60415
25,Master's,1,Data Engineer,Chicago,Retail,Self-employed,Male,40,Single,125996
59,Bachelor's,18,ML Engineer,Kolkata,Finance,Self-employed,Female,43,Single,66141
48,Bachelor's,0,ML Engineer,Boston,Biotech,Government,Male,33,Divorced,121542
30,Bachelor's,10,Business Analyst,Kolkata,Healthcare,Private,Female,33,Single,36946
37,Master's,9,Marketing Manager,Kolkata,Healthcare,Self-employed,Male,30,Single,36817
33,High School,4,Project Manager,New York,Biotech,Private,Female,41,Married,119350
52,Master's,15,Project Manager,New York,Biotech,Government,Male,36,Single,148932
45,PhD,4,Data Analyst,Hyderabad,Finance,Government,Female,34,Married,25363
35,Master's,11,Data Analyst,Mumbai,Healthcare,Self-employed,Male,30,Divorced,32349
46,High School,3,ML Engineer,Delhi,Tech,Private,Female,50,Married,52781
55,High School,5,Business Analyst,Mumbai,Consulting,Private,Male,53,Divorced,38227
24,PhD,18,Marketing Manager,Atlanta,Retail,Private,Male,55,Divorced,105671
45,Bachelor's,8,Project Manager,Boston,Biotech,Government,Female,37,Married,115791
30,High School,11,Data Scientist,Delhi,Tech,Government,Male,58,Divorced,53503
47,High School,14,HR Manager,Austin,Tech,Self-employed,Female,47,Divorced,96594
41,High School,15,HR Manager,Chennai,Finance,Private,Male,42,Divorced,38614
31,PhD,12,Marketing Manager,Delhi,Biotech,Private,Male,46,Married,40032
40,High School,6,Project Manager,Denver,Tech,Government,Female,31,Divorced,96696
24,Bachelor's,19,Research Scientist,San Diego,Consulting,Self-employed,Male,35,Single,160867
45,PhD,3,ML Engineer,Mumbai,Tech,Self-employed,Male,58,Married,54969
26,Bachelor's,10,Data Scientist,Chicago,Consulting,Self-employed,Male,50,Single,117731
24,High School,7,Marketing Manager,Kolkata,Consulting,Government,Female,33,Married,37819
48,High School,5,HR Manager,Seattle,Consulting,Private,Female,37,Single,84277
37,Bachelor's,9,Research Scientist,Boston,Biotech,Self-employed,Male,44,Divorced,135222
36,PhD,6,Data Engineer,Hyderabad,Consulting,Self-employed,Female,34,Single,51362
56,PhD,6,Marketing Manager,Chicago,Biotech,Private,Female,49,Single,79531
33,Bachelor's,3,Data Analyst,New York,Tech,Self-employed,Female,58,Single,74579
47,High School,2,Data Analyst,Mumbai,Consulting,Government,Male,40,Married,28938
55,Master's,6,Software Engineer,San Diego,Healthcare,Self-employed,Female,37,Divorced,106228
44,Bachelor's,3,Marketing Manager,Austin,Tech,Private,Male,57,Divorced,72943
52,Bachelor's,12,Business Analyst,Bangalore,Retail,Government,Female,46,Single,38807
41,Bachelor's,19,Business Analyst,San Diego,Healthcare,Self-employed,Male,38,Single,119690
33,High School,16,Data Scientist,San Diego,Healthcare,Private,Male,47,Married,144814
44,PhD,6,ML Engineer,Delhi,Finance,Private,Male,59,Single,58248
25,High School,16,Project Manager,Austin,Biotech,Private,Male,43,Single,111906
44,Bachelor's,3,Data Scientist,San Diego,Finance,Private,Female,53,Single,123134
22,High School,10,Data Engineer,Boston,Biotech,Self-employed,Female,38,Married,132230
46,High School,2,Marketing Manager,Bangalore,Finance,Self-employed,Female,39,Single,29483
23,Bachelor's,10,Software Engineer,Seattle,Tech,Government,Female,53,Single,117064
51,High School,2,Business Analyst,Chennai,Healthcare,Government,Female,54,Single,30908
24,Master's,11,Marketing Manager,Chicago,Tech,Private,Male,49,Married,97394
42,High School,0,Software Engineer,Mumbai,Biotech,Private,Male,56,Married,39721
46,High School,3,HR Manager,Delhi,Healthcare,Government,Female,31,Divorced,31355
41,PhD,13,Project Manager,Bangalore,Healthcare,Self-employed,Female,32,Married,43168
43,PhD,0,Research Scientist,Boston,Biotech,Self-employed,Female,58,Divorced,119935
42,Bachelor's,13,Data Analyst,Chicago,Tech,Self-employed,Male,53,Divorced,92072
54,Bachelor's,12,Data Analyst,Atlanta,Healthcare,Private,Male,34,Single,78175
59,PhD,12,Software Engineer,Delhi,Retail,Government,Male,56,Divorced,45809
36,Master's,14,Data Engineer,San Francisco,Tech,Government,Female,33,Single,171530
36,High School,16,Marketing Manager,Delhi,Tech,Government,Male,32,Married,41334
46,Master's,11,Data Scientist,San Francisco,Tech,Self-employed,Female,56,Married,158477
42,Master's,13,ML Engineer,Seattle,Healthcare,Government,Female,48,Divorced,154097
45,PhD,11,Research Scientist,Denver,Consulting,Government,Male,39,Single,150696
26,Bachelor's,17,Software Engineer,Boston,Finance,Self-employed,Female,55,Divorced,134429
27,High School,3,ML Engineer,Seattle,Biotech,Private,Female,36,Divorced,137584
44,Bachelor's,13,HR Manager,Delhi,Tech,Private,Male,56,Married,38312
25,Master's,18,HR Manager,Seattle,Healthcare,Self-employed,Male,59,Divorced,108372
48,Master's,12,Software Engineer,Bangalore,Biotech,Government,Female,41,Single,49166
39,Bachelor's,17,Software Engineer,Hyderabad,Consulting,Private,Female,37,Married,55147
42,Bachelor's,10,HR Manager,Chicago,Retail,Private,Female,58,Married,88040
49,PhD,5,Data Scientist,Chennai,Consulting,Private,Female,34,Divorced,50753
56,Bachelor's,8,HR Manager,Denver,Healthcare,Self-employed,Female,53,Divorced,88482
43,Bachelor's,11,Data Scientist,Atlanta,Tech,Private,Female,42,Divorced,118113
44,PhD,18,ML Engineer,New York,Consulting,Government,Female,38,Single,204253
24,Bachelor's,13,Data Scientist,Atlanta,Consulting,Self-employed,Female,33,Divorced,124619
31,Master's,14,Data Analyst,San Diego,Consulting,Self-employed,Female,31,Single,92137
46,Bachelor's,10,Data Analyst,Delhi,Retail,Private,Male,34,Divorced,32171
29,High School,5,Marketing Manager,Chennai,Healthcare,Government,Female,31,Divorced,33518
32,Master's,13,Project Manager,Chennai,Biotech,Self-employed,Male,55,Married,46671
26,PhD,2,Software Engineer,San Diego,Finance,Private,Female,47,Married,101498
58,Master's,18,Data Engineer,Atlanta,Healthcare,Government,Male,35,Single,140307
59,PhD,19,Business Analyst,Atlanta,Tech,Government,Male,55,Divorced,112811
50,High School,10,Data Scientist,Bangalore,Healthcare,Self-employed,Female,40,Single,53158
26,High School,16,Data Engineer,Seattle,Healthcare,Private,Male,39,Married,154091
30,Master's,16,Marketing Manager,Hyderabad,Retail,Government,Male,30,Married,45054
23,Bachelor's,2,Project Manager,San Francisco,Finance,Self-employed,Male,31,Married,111190
22,Master's,13,Data Engineer,Boston,Finance,Self-employed,Male,50,Married,145179
51,Master's,6,Data Engineer,San Diego,Finance,Self-employed,Female,39,Single,120585
32,High School,18,Data Analyst,Denver,Biotech,Self-employed,Male,34,Divorced,96930
49,PhD,2,Research Scientist,Bangalore,Healthcare,Self-employed,Female,55,Single,47235
33,Master's,1,Project Manager,Hyderabad,Retail,Government,Male,41,Divorced,36581
60,Bachelor's,16,Business Analyst,Atlanta,Tech,Self-employed,Male,48,Married,94321
47,High School,8,ML Engineer,Austin,Finance,Private,Female,50,Single,136324
34,Master's,5,Marketing Manager,Chicago,Finance,Private,Male,54,Divorced,83026
29,Master's,8,Software Engineer,New York,Healthcare,Government,Female,31,Divorced,144638
49,Bachelor's,4,Software Engineer,Miami,Tech,Self-employed,Female,58,Married,96860
51,Master's,1,ML Engineer,Mumbai,Retail,Self-employed,Female,35,Divorced,49112
30,Master's,14,Marketing Manager,Denver,Finance,Government,Male,44,Divorced,100579
60,Master's,8,ML Engineer,Chicago,Healthcare,Self-employed,Male,37,Single,143346
52,Master's,18,Data Scientist,San Francisco,Consulting,Self-employed,Female,45,Married,175111
42,Bachelor's,9,Marketing Manager,Chicago,Retail,Private,Female,48,Married,100540
55,Master's,3,Marketing Manager,Bangalore,Biotech,Self-employed,Male,59,Divorced,35747
52,Master's,9,Data Engineer,Mumbai,Retail,Government,Male,47,Divorced,52738
46,Master's,7,Project Manager,Austin,Healthcare,Private,Female,56,Married,87929
33,High School,12,Project Manager,San Francisco,Finance,Government,Male,46,Married,132335
22,Bachelor's,6,Data Engineer,Boston,Retail,Government,Female,58,Married,129398
43,High School,6,HR Manager,Seattle,Tech,Self-employed,Male,30,Divorced,81459
58,High School,3,Marketing Manager,Hyderabad,Consulting,Self-employed,Female,40,Divorced,29249
22,Bachelor's,14,Research Scientist,Kolkata,Tech,Private,Male,33,Married,58193
22,High School,11,Data Engineer,Chennai,Tech,Government,Male,57,Married,57423
42,High School,15,ML Engineer,San Diego,Tech,Government,Male,35,Divorced,161461
36,High School,5,HR Manager,Chicago,Healthcare,Self-employed,Male,36,Divorced,80236
38,Bachelor's,8,Business Analyst,Delhi,Healthcare,Government,Female,58,Divorced,37622
43,Master's,2,HR Manager,Mumbai,Retail,Government,Male,37,Single,28680
59,PhD,7,ML Engineer,Austin,Biotech,Government,Female,53,Married,132048
56,PhD,6,Marketing Manager,Seattle,Consulting,Government,Female,39,Single,87710
37,Bachelor's,3,Project Manager,Bangalore,Retail,Government,Female,59,Single,39942
29,PhD,12,Data Scientist,Mumbai,Tech,Private,Male,46,Divorced,54693
38,Bachelor's,18,Marketing Manager,Austin,Retail,Government,Female,41,Married,99989
38,Bachelor's,6,ML Engineer,Miami,Finance,Government,Female,37,Divorced,129529
47,PhD,9,HR Manager,Mumbai,Retail,Private,Female,41,Divorced,34015
34,High School,11,Software Engineer,Kolkata,Retail,Self-employed,Female,55,Divorced,48704
38,Master's,2,Data Scientist,Kolkata,Tech,Self-employed,Female,46,Divorced,48282
59,PhD,11,Data Analyst,Bangalore,Retail,Private,Male,32,Married,32821
38,PhD,18,Marketing Manager,Hyderabad,Consulting,Private,Male,43,Married,43966
35,PhD,14,ML Engineer,San Francisco,Tech,Self-employed,Male,41,Divorced,190863
27,PhD,7,Business Analyst,Boston,Healthcare,Government,Male,34,Single,88172
56,Bachelor's,11,Marketing Manager,Chennai,Healthcare,Government,Male,42,Divorced,39242
35,Bachelor's,19,Marketing Manager,Chennai,Retail,Private,Male,40,Single,48592
